name,chunk_id,heading_path,section_label,text,num_tokens,num_sentences,answer,explanation,gemini_class,gemini_explanation,value_class
heriot-watt-university.md,0,Research Data Management Policy,,"April 2015

Approvingauthority: Consultationvia: Approvaldate: Effectivedate: Review period: ResponsibleExecutive: ResponsibleOffice: UniversityExecutive Research and Knowledge Exchange Board 23April2015 23 April 2015 Annuallyfromdateofapproval DeputyPrincipal,Research ResearchEnterpriseServices

Introduction 3

Purpose 3

Objectives 3

Scope 3
Lines of responsibility 3
Monitoring and Evaluation 4

Implementation 4
Related Policies, procedures and further reference 4

Definitions 5

Further help and advice 5

Policy Version and History 5",47,13,no,No: no explicit or implicit value-of-data cues detected.,no,"The text is an administrative outline of a policy document, detailing its structure, approval process, and responsible parties. It does not discuss the inherent value, benefits, or impact of research data itself. Evidence: Approving authority: Consultation via: Approval date: Effectivedate: Review period: Responsible Executive: Responsible Office: | Introduction Purpose Objectives Scope Lines of responsibility Monitoring and Evaluation Implementation Related Policies, procedures and further reference Definitions Further help and advice Policy Ver",
heriot-watt-university.md,1,Research Data Management Policy > P 0 L I C Y > 1. INTRODUCTION,,"Research excellence depends on accurate and reliable research data. This is a key output and asset of the University that should be created and managed in line with best practice. Many funders now require Data Management Plans as part of the funding proposal and the University also recognises that publicly funded research is a public good and should be discoverable and made available to allow re-use.

The purpose of this policy is to ensure that research data created and used within the University is managed and curated to the appropriate professional standards throughout its lifecycle, and can be made available for re-use where appropriate.

The University will support and enable its researchers to comply with these requirements through the provision of infrastructure, training, advice and assistance.

Research Data shall be managed in accordance with the University’s Information Governance and Records Management and Research Publications Policies, the standards laid out by the Funders’ core principles and advice supplied by the Digital Curation Centre (DCC)

Research Data shall be managed in compliance with the relevant legislation, including the Data Protection Act 1998 and Freedom of Information (Scotland) Act, 2002 and the Environmental Information Regulations (Scotland) 2004.

Researchers shall create a Data Management Plan in accordance with the guidelines of the Funders.

A register of all Research Data deposited in any repository should be maintained

Research Data shall be retained, to enable appropriate access and use, for as long as required in accordance with the guidelines laid out by the Funders or otherwise under advice by the appropriate Professional Services, listed in section 10 below.

Research Data that is deemed to be worthy of permanent preservation shall be transferred to the appropriate repository designated by the relevant Funder, or a University archival repository.

Each published research paper shall contain a statement acknowledging the relevant funding body and, where appropriate, describe how the research data underpinning the publication can be accessed.

This Policy applies to all research carried out by Heriot-Watt University employees and Post Graduate Researchers. The policy applies to all research data, in all formats.

The Deputy Principal (Research and Knowledge Transfer) is responsible for

Version 3: April 2015
Authors: Helen Taylor, Linda Kerr, Paul Thompson, Ann Jones
URL

overseeing and institutional compliance with this policy

The Directors of Research are responsible for ensuring awareness of and compliance with this policy in their area

Relevant Professional Services will provide training, guidance and support and will also provide compliance reporting to Funders.

The policy will be reviewed after one year to ensure compliance with current legislation, codes of practice and regulatory standards, to take account of infrastructure developments and the needs of the research community

During the lifetime of a project responsibility for research data management in compliance with this policy lies with the Principal Investigators.

Information Governance and Records Management Policy

policy.pdf
Data Protection Policy

Information Security Policy Framework

Research Publications Policy

Ethical Review Process

Data Protection: Procedures for obtaining informed consent for recording and images of people

EPSRC Policy Framework on Research Data

Research Council UK Policy on Open Access

Digital Curation Centre

Data",512,34,yes,Implicit: discusses benefits/impact/FAIR/commercial outcomes tied to data.,yes,"The text explicitly states that research data is a ""key output and asset"" and a ""public good."" It also highlights its importance for ""research excellence"" and enabling ""re-use"" and ""access and use,"" indicating its intrinsic, societal, and utility value. Evidence: Research excellence depends on accurate and reliable research data. This is a key output and asset of the University | publicly funded research is a public good and should be discoverable and made available to allow re-use.",
heriot-watt-university.md,2,Research Data Management Policy > P0IICY > 9. DEFINITIONS,,"A reinterpretable representation of information in a
formalized manner suitable for communication,
interpretation, or processing. Examples of data include a sequence of bits, a table of numbers, the characters on a page, the recording of sounds made by a person
speaking, or a moon rock specimen.
Source: OAIS Reference Model

Data that describes other data

Paul Thompson, Research Policy and Information Manager, Planning Office, p.j.thompson@hw.ac.uk 00 44 451 8216

Linda Kerr, Research Support Librarian, Information Services, l.kerr@hw.ac.uk, 00 44 451 3572

Ann Jones, Head of Heritage and Information Governance,
a.e.jones@hw.ac.uk

44 451 3219

Helen Taylor, Archivist, Heritage and Information Governance, h.e.taylor@hw.ac.uk, 00 44 451 3638

Centre for Academic Leadership and Development: academicdevelopment@hw.ac.uk 00 44 451 3789

Version No
V.3 Date of Approval Approving Authority Brief Description of Amendment

April 2015 University Executive Minor additions made following consideration by F RKEBon23 March2015",143,17,no,No: no explicit or implicit value-of-data cues detected.,no,"The text provides a definition of data and metadata, lists examples, and includes contact information and version control details. It does not discuss any benefits, importance, or value of research data itself. Evidence: A reinterpretable representation of information in a formalized manner suitable for communication, interpretation, or processing. | Data that describes other data",
humboldt-universität-zu-berlin.md,0,HUMBOLDT-UNIVERSITAT ZU BERLIN > Humboldt-Universität zu Berlin Research Data Management Policy > Preamble,,"Handling of research data responsibly is critical for confirming research results, for the advancement of science and for the dissemination of knowledge. This policy is addressed to all researchers at Humboldt-Universität zu Berlin both in their role as independent researchers, and as teachers and supervisors. Their obligation includes instructing students and doctoral candidates about handling of research data properly, as well as imparting subject-specific skills and standards.",70,3,no,No: no explicit or implicit value-of-data cues detected.,yes,"The text explicitly states that responsible handling of research data is critical for confirming research results, advancing science, and disseminating knowledge, all of which highlight the intrinsic and societal value of the data itself. Evidence: critical for confirming research results | for the advancement of science and for the dissemination of knowledge",
humboldt-universität-zu-berlin.md,1,HUMBOLDT-UNIVERSITAT ZU BERLIN > Humboldt-Universität zu Berlin Research Data Management Policy > What is research data?,,"Research data means all data that was created in the course of research or results from it. Since the generation or collection of research data depends on a variety of research questions and methods, followed by processing, analysis and publishing and/or archiving, the data may involve a range of media, aggregation levels and formats. Sharing and reusing research data requires documentation about the original context and about tools that were used.",72,3,no,No: no explicit or implicit value-of-data cues detected.,no,"The text defines research data and describes its characteristics and requirements for sharing and reuse. It does not discuss any benefits, importance, or worth of the data itself. Evidence: Research data means all data that was created in the course of research or results from it. | Sharing and reusing research data requires documentation about the original context and about tools that were used.",
humboldt-universität-zu-berlin.md,2,HUMBOLDT-UNIVERSITAT ZU BERLIN > Policy,,"To further the Proposals for Safeguarding Good Scientific Practice of the German Research Foundation, and the Rules of the Humboldt-Universität zu Berlin for Safeguarding Good Scientific Practice and Investigating Allegations of Scholarly Misconduct (Satzung der Humboldt-Universität zu Berlin zur Sicherung guter wissenschaftlicher Praxis und zum Umgang mit Vorwürfen wissenschaftlichen Fehlverhaltens, in German) the University adopts following policy:",62,1,no,No: no explicit or implicit value-of-data cues detected.,no,"The text describes the adoption of a policy to ensure good scientific practice and address misconduct, referencing existing rules. It does not discuss the value or benefits of research data itself, focusing purely on procedural compliance. Evidence: To further the Proposals for Safeguarding Good Scientific Practice | the University adopts following policy",
humboldt-universität-zu-berlin.md,3,HUMBOLDT-UNIVERSITAT ZU BERLIN > Policy,,"1. HU researchers are committed to the secure storage, processing, documentation and preservation of their research data for the long term. Responsibility for ensuring these processes lies with HU staff in charge of research projects or programmes.
2. All HU researchers are encouraged to process research data resulting from their research activities according to the conventions and standards of their respective scientific community. They should document the complete research lifecycle including tools and procedures that they used.
3. HU researchers should take responsibility for deciding at what time and on what legal terms research data may be accessed. The Open Access Declaration of the HU (Open-Access-Erklärung der Humboldt-Universität zu Berlin, in German) recommends making research data as well as scholarly publications publicly available in a timely manner. Protection of personal data, copyrights and the legitimate interests of third parties must also be ensured.
4. Research data underlying scholarly publications should be archived for the long-term and/or published in an appropriate trustworthy data archive or repository. They count as scholarly research output at Humboldt-Universität zu Berlin.

Humboldt-Universität zu Berlin has commited itself to establishing the means to enable this policy to be fulfilled.

This research data management policy was approved by the Academic Senate on 8th of July 2014.

Please note that this translation is made available in addition to the original version of the “Grundsätze zum Umgang mit Forschungsdaten an der Humboldt-Universität zu Berlin”. Only the German version is authoritative.",249,17,no,No: no explicit or implicit value-of-data cues detected.,yes,"The text, while primarily a policy on data management, explicitly states that research data is considered ""scholarly research output."" This designation implies the intrinsic scientific value of data and its strategic importance to the university's academic profile, further supported by the recommendation for public availability. Evidence: The Open Access Declaration of the HU... recommends making research data as well as scholarly publications publicly available in a timely manner. | They count as scholarly research output at Humboldt-Universität zu Berlin.",
huron-university-usa-in-london.md,0,RESEARCH DATA MANAGEMENT STRATEGY MARCH 2023 > I.    Introduction,,"In March 2021, the Canadian Institutes of Health Research (CIHR), the Natural Sciences and Engineering Research Council of Canada (NSERC), and the Social Sciences and Humanities Research Council of Canada (SSHRC) launched the Tri-Agency Research Data Management Policy. This policy seeks to support Canadian research excellence by promoting sound data management and data stewardship practices to ensure “that research makes good use of public funds, experiments and studies are replicable, and research data are available for reuse where ethical, legal, and commercial obligations allow.”1 The agencies recognize that standards for Research Data Management (RDM) vary across disciplines, areas of research, and modes of scientific and scholarly inquiry.",107,2,yes,Implicit: discusses benefits/impact/FAIR/commercial outcomes tied to data.,yes,"The text explicitly states that sound data management and data stewardship practices, leading to data availability and reuse, support research excellence, ensure good use of public funds, and enable replicability of studies. These are direct claims about the value derived from research data. Evidence: research makes good use of public funds | research data are available for reuse",
huron-university-usa-in-london.md,1,RESEARCH DATA MANAGEMENT STRATEGY MARCH 2023 > I.    Introduction,,"The RDM Policy requires all postsecondary institutions and hospitals eligible to administer Tri-Agency funds to develop an institutional research data management (RDM) strategy that reflects the institution’s size, research intensity, and existing RDM capacity. Additionally, the Tri-Agency RDM Policy, establishes new data management requirements for researchers applying for federal funding. For  certain funding competitions, the agencies will require data management plans (DMPs) to be submitted during the application process. The quality of these plans will be considered in the merit review process. Further, after reviewing the institutional strategies and in step with the readiness of the Canadian research community, the agencies will phase in a data deposit requirement. The RDM policy acknowledges that “determining what counts as research data, and which data should be preserved, is often highly contextual and should be guided by disciplinary norms.”2",139,6,no,No: no explicit or implicit value-of-data cues detected.,no,"The text outlines policies and requirements for research data management, including institutional strategies, data management plans, and data deposit. It focuses on procedural and compliance aspects rather than discussing the inherent value or benefits of the research data itself. Evidence: The RDM Policy requires all postsecondary institutions and hospitals eligible to administer Tri-Agency funds to develop an institutional research data management (RDM) strategy | establishes new data management requirements for researchers applying for federal funding",
huron-university-usa-in-london.md,2,RESEARCH DATA MANAGEMENT STRATEGY MARCH 2023 > II.   Importance of Research Data Management,,"RDM enables researchers to organize, store, access, reuse and build upon digital research data. RDM is essential to Canadian researchers’ capacity to securely preserve and use their research data throughout their research projects, reuse their data over the course of their careers and, when appropriate, share their data. Furthermore, as an acknowledged component of research excellence, strong RDM practices support researchers in achieving scientific rigor and enable collaboration in their fields (Tri-Agency Research Data Management Policy - Frequently Asked Questions).",80,3,yes,Implicit: discusses benefits/impact/FAIR/commercial outcomes tied to data.,yes,"The text clearly articulates the value of research data by stating that effective Research Data Management (RDM) enables reuse, supports scientific rigor, and facilitates collaboration. It also positions RDM as a component of 'research excellence,' highlighting its strategic and intrinsic benefits. Evidence: RDM enables researchers to organize, store, access, reuse and build upon digital research data. | strong RDM practices support researchers in achieving scientific rigor and enable collaboration in their fields",
huron-university-usa-in-london.md,3,RESEARCH DATA MANAGEMENT STRATEGY MARCH 2023 > III.   Institutional Context,,"Huron University College’s RDM strategy reflects its current research activities, intensity, and context as a small undergraduate liberal arts university, affiliated with a large research-intensive university. Research and research-learning are vital to the culture and mission of Huron University. Huron is committed to research excellence and recognizes that strong research data management is a key component of research excellence.",62,3,no,No: no explicit or implicit value-of-data cues detected.,yes,The text implies the value of research data by stating that strong research data management is a key component of research excellence. This suggests that well-managed data contributes to high-quality research outcomes and institutional advantage.,
huron-university-usa-in-london.md,4,RESEARCH DATA MANAGEMENT STRATEGY MARCH 2023 > III.   Institutional Context,,Data management planning and the new Tri-Agency requirements represent a significant change for Huron researchers and for the institution. We are in the early stages of creating the supports and awareness necessary to foster a culture of research data management. Huron recognizes data as an important research output and is committed to promoting responsible RDM that will enable our researchers to establish and implement RDM practices most appropriate to their disciplinary context.,73,3,no,No: no explicit or implicit value-of-data cues detected.,yes,"The text explicitly states that data is recognized as an ""important research output,"" indicating its intrinsic value. Furthermore, it highlights that responsible data management will ""enable our researchers,"" pointing to its utility and pragmatic benefits. Evidence: Huron recognizes data as an important research output | enable our researchers",
huron-university-usa-in-london.md,5,RESEARCH DATA MANAGEMENT STRATEGY MARCH 2023 > III.   Institutional Context,,"Huron will support researchers in adopting the FAIR Principles to make research data findable, accessible, interoperable, and reusable. The FAIR principles are complemented by Tri-Agency Framework: Responsible Conduct of Research and the TCPS 2 (2022), which provides guidance on data management in areas of consent, privacy and confidentiality, and secondary use of data.",52,2,yes,Implicit: discusses benefits/impact/FAIR/commercial outcomes tied to data.,yes,"The text highlights the importance of making research data 'reusable' through FAIR principles and mentions 'secondary use of data'. These aspects directly relate to the utility and potential for future benefit derived from the data, indicating its value. Evidence: reusable | secondary use of data",
huron-university-usa-in-london.md,6,RESEARCH DATA MANAGEMENT STRATEGY MARCH 2023 > IV.   Indigenous Data Considerations,,"Huron is committed to decolonizing our curriculum, practices, and relationships with the Indigenous peoples of Canada and particularly of southwestern Ontario. This includes research conducted in partnership with First Nations, Métis and Inuit communities, collectives, and organizations. Huron recognizes that Indigenous communities themselves must “guide and ultimately determine how the data are collected, used and preserved, and have the right to repatriate the data.”3 Huron is committed to working in partnership with Indigenous stakeholders to implement a distinctions-based approach to ensure that the unique rights, interests, and circumstances of First Nations, Métis, and Inuit peoples are acknowledged, affirmed, and implemented",103,3,no,No: no explicit or implicit value-of-data cues detected.,yes,"The text highlights Indigenous communities' right to control, use, preserve, and repatriate their research data. This emphasis on control and ownership implies the data's significant utility and societal value to these communities, as it directly impacts their unique rights and interests. Evidence: Indigenous communities themselves must “guide and ultimately determine how the data are collected, used and preserved, and have the right to repatriate the data.” | ensure that the unique rights, interests, and circumstances of First Nations, Métis, and Inuit peoples are acknowledged, affirmed, and implemented",
huron-university-usa-in-london.md,7,RESEARCH DATA MANAGEMENT STRATEGY MARCH 2023 > IV.   Indigenous Data Considerations,,"Huron supports the use of data management practices, such as the First Nations Principles of OCAP® (Ownership, Control, Access, Possession), and the CARE Principles for Indigenous Data Governance (Collective benefit, Authority to Control, Responsibility, Ethics), to support Indigenous data sovereignty. In addition, Chapter 9 of the TCPS 2 (2022) details considerations in research with Indigenous Peoples. Huron’s Indigenous Initiatives Coordinator is a key resource in ensuring appropriate and meaningful application of RDM principles and strategies to Indigenous data.

Research projects involving human participants are reviewed by Huron’s Research Ethics Board. The REB has recently incorporated research data management in the application form for ethics approval.",104,5,yes,Explicit: 'benefit' appears near 'data'.,yes,"The text references the CARE Principles for Indigenous Data Governance, which explicitly include 'Collective benefit.' This indicates that the management of research data is aimed at generating value for the collective, aligning with societal and public benefits. Evidence: CARE Principles for Indigenous Data Governance (Collective benefit, Authority to Control, Responsibility, Ethics) | to support Indigenous data sovereignty",
huron-university-usa-in-london.md,8,VI.  Scope,,"This strategy applies to all faculty, staff, and students who conduct research at Huron. It also applies to any person (including, but not limited to, affiliated faculty, visiting professors or students, adjunct professors and postdoctoral associates and fellows) appointed or invited to engage in research activity at, or under the auspices of, Huron.4",53,2,no,No: no explicit or implicit value-of-data cues detected.,no,"The text describes the scope of a strategy, specifying which individuals are covered by it. It does not discuss the benefits, importance, or value of research data itself. Evidence: This strategy applies to all faculty, staff, and students who conduct research at Huron. | It also applies to any person...appointed or invited to engage in research activity at, or under the auspices of, Huron.",
huron-university-usa-in-london.md,9,VI.  Scope > VII.  Oversight and Review,,"The Office of the Provost, with support from the Coordinator, Research & Learning, is responsible for the development and implementation of the RDM strategy. As a living document, the RDM strategy will be revised on an ongoing basis in consultation with Huron researchers, Library and Learning Services, Information Technology Services, the Research Ethics Board, and other institutional stakeholders.",57,2,no,No: no explicit or implicit value-of-data cues detected.,no,"The text describes the process of developing and revising a Research Data Management (RDM) strategy, outlining responsibilities and stakeholders involved. It does not discuss the benefits, importance, or value of research data itself. Evidence: The Office of the Provost...is responsible for the development and implementation of the RDM strategy. | As a living document, the RDM strategy will be revised on an ongoing basis in consultation with Huron researchers...",
huron-university-usa-in-london.md,10,VIII.   Institutional Strategy,,"Huron wishes to foster a research data management culture where researchers are aware of data management planning tools, repositories, and resources and incorporate them throughout the research lifecycle. Our initial priorities are to increase awareness, support, and capacity for RDM practices, while leveraging, where appropriate, RDM resources available through Western University, the Digital Research Alliance of Canada (formerly Portage) and other organizations.",62,2,no,No: no explicit or implicit value-of-data cues detected.,no,"The text focuses on fostering a research data management culture and increasing awareness and capacity for RDM practices. It discusses tools, repositories, and resources for managing data but does not articulate the inherent value or benefits of the research data itself. Evidence: Huron wishes to foster a research data management culture where researchers are aware of data management planning tools, repositories, and resources and incorporate them throughout the research lifecy | Our initial priorities are to increase awareness, support, and capacity for RDM practices",
huron-university-usa-in-london.md,11,VIII.   Institutional Strategy > Objective 1: Build RDM Awareness and Institutional Capacity,,"Promote the value and importance of data management
Increase awareness of the new Tri-Agency RDM requirements and the Tri-Agency Statement of
Principles on Digital Data Management
Survey the Huron research community to evaluate current RDM practices, gaps, and capacity
Identify needs for data storage, data deposit, and data security
Develop and implement an institutional framework to support RDM",60,6,yes,Explicit: 'value' appears near 'data'.,yes,"The text explicitly states the goal to ""Promote the value and importance of data management."" While it refers to data management, this directly implies the value derived from well-managed research data, such as its utility and contribution to scientific endeavors.",
huron-university-usa-in-london.md,12,VIII.   Institutional Strategy > Objective 2: Provide RDM Support and Training,,"Develop a repository of resources focused on RDM needs in the social sciences and humanities Offer RDM workshops, Lunch and Learns, and other training opportunities Provide researchers with guidance to manage their data in accordance RDM best practices, including the development of data management plans for funding applications Increase awareness of RDM resources and training available through the Digital Research Alliance of Canada and Western Libraries, including the DMP Assistant and Borealis, the Canadian Dataverse Repository",76,1,no,No: no explicit or implicit value-of-data cues detected.,no,"The text describes activities and resources related to Research Data Management (RDM), such as developing repositories, offering training, and providing guidance on best practices. It focuses on the 'how' of managing data rather than articulating the inherent value or benefits of the research data itself. Evidence: Develop a repository of resources focused on RDM needs | Provide researchers with guidance to manage their data in accordance RDM best practices",
huron-university-usa-in-london.md,13,VIII.   Institutional Strategy > Objective 3: Support Indigenous Data Sovereignty,,"Increase awareness of Indigenous data sovereignty, including the OCAP® and CARE principles Provide resources and training to support researchers in working responsibly with Indigenous partners and communities Collaborate with the Indigenous Initiatives Coordinator and Indigenous elders, knowledge keepers and communities to ensure that data are managed in close partnership with Indigenous communities",52,1,no,No: no explicit or implicit value-of-data cues detected.,no,"The text focuses on ethical data management, Indigenous data sovereignty, and responsible collaboration practices. It does not discuss the inherent value or benefits derived from the research data itself, but rather the principles governing its handling. Evidence: Increase awareness of Indigenous data sovereignty | data are managed in close partnership with Indigenous communities",
huron-university-usa-in-london.md,14,IX.   Looking Ahead,,"Huron’s largest faculty, the Faculty of Arts and Social Science is about to launch a strategic planning exercise to develop its next five-year Academic Plan (2024-2029). The Faculty of Theology will embark on a similar process next year. It is anticipated that our institutional RDM strategy over the next five years will be informed by this work.",58,3,no,No: no explicit or implicit value-of-data cues detected.,no,The text describes a strategic planning process that will inform an institutional Research Data Management (RDM) strategy. It focuses on the procedural aspect of planning for RDM rather than discussing the inherent value or benefits of research data itself. Evidence: a strategic planning exercise to develop its next five-year Academic Plan | our institutional RDM strategy over the next five years will be informed by this work.,
huron-university-usa-in-london.md,15,IX.   Looking Ahead > APPENDIX A: DEFINITIONS > Research Data,,"Research data are data that are used as primary sources to support technical or scientific enquiry, research, scholarship, or creative practice, and that are used as evidence in the research process and/or are commonly accepted in the research community as necessary to validate research findings and results. Research data may be experimental data, observational data, operational data, third party data, public sector data, monitoring data, processed data, or repurposed data. What is considered relevant research data is often highly contextual and determining what counts as such should be guided by disciplinary norms (Tri-Agency Research Data Management Policy - Frequently Asked Questions).",102,3,no,No: no explicit or implicit value-of-data cues detected.,yes,"The text defines research data by its essential role in supporting scientific inquiry, serving as evidence, and being necessary for validating research findings. This highlights its fundamental utility and intrinsic value within the research process. Evidence: primary sources to support technical or scientific enquiry, research, scholarship, or creative practice | necessary to validate research findings and results",
huron-university-usa-in-london.md,16,IX.   Looking Ahead > APPENDIX A: DEFINITIONS > Research Data Management,,"Research data management (RDM) refers to the processes applied through the lifecycle of a research project to guide the collection, documentation, storage, sharing and preservation of research data. RDM is essential throughout the data lifecycle—from data creation, processing, analysis, preservation, storage and access, to sharing and reuse (where appropriate), at which point the cycle begins again. Data management should be practiced over the entire lifecycle of the data, including planning the investigation, conducting the research, backing up data as it is created and used, disseminating data, and preserving data for the long term after the research investigation has concluded (Tri-Agency Research Data Management Policy - Frequently Asked Questions).",109,3,yes,Implicit: discusses benefits/impact/FAIR/commercial outcomes tied to data.,no,"The text defines Research Data Management (RDM) and describes its processes throughout the data lifecycle. It focuses on the procedural aspects of handling data rather than discussing the inherent value or benefits of the data itself. Evidence: Research data management (RDM) refers to the processes applied through the lifecycle of a research project to guide the collection, documentation, storage, sharing and preservation of research data. | Data management should be practiced over the entire lifecycle of the data, including planning the investigation, conducting the research, backing up data as it is created and used, disseminating data,",
huron-university-usa-in-london.md,17,IX.   Looking Ahead > APPENDIX A: DEFINITIONS > Data Management Plan,,"A “data management plan” (DMP) is “a living document, typically associated with an individual research project or program that consists of the practices, processes and strategies that pertain to a set of specified topics related to data management and curation. DMPs should be modified throughout the course of a research project to reflect changes in project design, methods, or other considerations. DMPs guide researchers in articulating their plans for managing data; they do not necessarily compel researchers to manage data differently” (Tri-Agency Research Data Management Policy, Frequently Asked Questions, Government of Canada 2021).",93,3,no,No: no explicit or implicit value-of-data cues detected.,no,"The text defines a data management plan (DMP) and describes its procedural nature, focusing on guiding researchers in planning data management. It does not discuss the inherent value, benefits, or impact of the research data itself. Evidence: A “data management plan” (DMP) is “a living document, typically associated with an individual research project or program that consists of the practices, processes and strategies that pertain to a set | DMPs guide researchers in articulating their plans for managing data; they do not necessarily compel researchers to manage data differently”",
huron-university-usa-in-london.md,18,IX.   Looking Ahead > APPENDIX A: DEFINITIONS > Data Deposit,,"“Data deposit” refers to when the research data collected as part of a research project are transferred to a research data repository. The repository should have easily accessible policies describing deposit and user licenses, access control, preservation procedures, storage and backup practices, and sustainability and succession plans. The deposit of research data into appropriate repositories supports ongoing data-retention and, where appropriate, access to the data. (Tri-Agency Research Data Management Policy, Frequently Asked Questions, Government of Canada 2021).

Tri-Agency Research Data Management Policy:

Tri-Agency Statement of Principles on Digital Data Management:

data-management/tri-agency-statement-principles-digital-data-management
Tri-Agency Framework: Responsible Conduct of Research:

Tri-Agency Open Access Policy on Publications:

TCPS 2 (2022) – Chapter 9: Research Involving the First Nations, Inuit, and Métis Peoples of
Canada:

Digital Research Alliance of Canada, Research Data Management

The First Nations Principles of OCAP®

The CARE Principles for Indigenous Data Governance:

Research Data Management Terminology:

Academic Integrity in Research Policies and Procedures
Information Technology Policy
Intellectual Property Policy
Statement of Principles on Research Involving Indigenous Communities
Statement of Principles on Equity, Diversity, and Inclusion in Research
Research Ethics Board Policy and Procedures",192,21,no,No: no explicit or implicit value-of-data cues detected.,yes,"The text describes the process of data deposit and the characteristics of a good repository. It states that depositing data supports ongoing retention and access, which implies the utility and potential intrinsic value of the data by ensuring its availability for future use. Evidence: The deposit of research data into appropriate repositories supports ongoing data-retention and, where appropriate, access to the data. | The repository should have easily accessible policies describing deposit and user licenses, access control, preservation procedures, storage and backup practices, and sustainability and succession pla",
imperial-college-london.md,0,RESEARCH DATA MANAGEMENT POLICY,,"DocumentTitle RESEARCHDATAMANAGEMENTPOLICY
Version 1.1
DocumentReviewDate September2022
DocumentOwner Directorof theResearchOffice
RevisionTimetable/Process Regularreview of these aims is required to ensure theyevolvetosupportCollege needs. The document will be reviewed at least biannually.

Contents

Introduction
Definitions
PrincipalInvestigatorRolesandResponsibilities
FacultyRolesandResponsibilities
LibraryRoles and Responsibilities

ICTRolesandResponsibilities
ResearchOfficeRolesandResponsibilities",38,14,no,No: no explicit or implicit value-of-data cues detected.,no,"The text is a table of contents and administrative details for a research data management policy. It outlines roles and responsibilities but does not discuss the inherent value, benefits, or importance of research data itself. Evidence: DocumentTitle RESEARCHDATAMANAGEMENTPOLICY | PrincipalInvestigatorRolesandResponsibilities",
imperial-college-london.md,1,RESEARCH DATA MANAGEMENT POLICY > 1. INTRODUCTION,,"Imperial College is committed to promoting the highest standards of academic research, including excellence in research data management. The College is developing services and guidance for its academic and research community in order to foster best practice in data management and to facilitate, by way of a robust digital curation infrastructure, free and timely open access to data so that they are intelligible, assessable and usable by others. The College acknowledges legal, ethical and commercial constraints with regard to sharing data and the need to preserve the academic entitlement to publication as the primary communication of research results.",98,3,yes,Implicit: discusses benefits/impact/FAIR/commercial outcomes tied to data.,yes,"The text implies the value of research data by stating that data should be made ""intelligible, assessable and usable by others."" This facilitates reuse and broader utility, contributing to scientific progress and potential societal benefits. Evidence: usable by others | free and timely open access to data",
imperial-college-london.md,2,RESEARCH DATA MANAGEMENT POLICY > 1. INTRODUCTION > 1.1 Description > Application:,,"The aims in this document apply to all data generated through research undertaken by Imperial College staff and students solely or in collaboration with others.  This includes, but is not limited to, research sponsored by grants or contracts awarded to Imperial College and where Imperial is a partner on awards held by other institutions.

This framework will aid Imperial’s transition to best practice in Research Data Management and to compliance with funders’ requirements.",74,3,no,No: no explicit or implicit value-of-data cues detected.,no,"The text focuses on the scope of a document and the benefits of a research data management framework (achieving best practice and compliance), rather than discussing the inherent value or benefits derived from the research data itself. Evidence: The aims in this document apply to all data generated through research | This framework will aid Imperial’s transition to best practice in Research Data Management and to compliance with funders’ requirements.",
imperial-college-london.md,3,RESEARCH DATA MANAGEMENT POLICY > 1. INTRODUCTION > 1.2 Aims,,"The aim of this document is to provide a framework within which the College, through its academic and research community, and support services can adhere to the rules and mandates of its funding and regulatory bodies and to ensure that research data are maintained and preserved as identifiable, retrievable and reusable assets as part of the overall research project cycle.  This is achieved by allocating roles and responsibilities across the institution and will be reviewed once the College has finalised its analysis of requirements.",84,2,yes,Implicit: discusses benefits/impact/FAIR/commercial outcomes tied to data.,yes,"The text explicitly states that research data are to be maintained and preserved as ""reusable assets."" This indicates their intrinsic, pragmatic, economic, and strategic value, enabling future use and recognizing them as valuable holdings. Evidence: reusable assets | identifiable, retrievable",
imperial-college-london.md,4,RESEARCH DATA MANAGEMENT POLICY > 1. INTRODUCTION > 1.2 Aims,,"This document supports academics retaining the choice of where to deposit their data and their entitlement to publish their findings first within the constraints specified by the funder (where one exists) though also taking account of the socioeconomic benefits of promptly sharing the outcomes of research.

Management of data generated from a research grant or contract must also comply with the policies of the relevant grant funders.  Where these conflict with the College policy, the policies of the funders take precedence unless specified.

Management of data obtained under licence must also comply with relevant licence agreements.  The terms and conditions of any licence agreements take precedence over this policy.

.1 Research Data:

Data that are collected, observed, generated, created or obtained from commercial, government or other sources, for subsequent analysis and synthesis to produce original research results.  For the purposes of this policy, this is limited to digital data.

Shareable Research Data: The subset of Research Data that must be preserved for long-term storage and shared.

Data Management Plan (DMP):",170,10,yes,Explicit: 'outcomes' appears near 'data'.,yes,"The text explicitly mentions the 'socioeconomic benefits' of sharing research outcomes, which directly relates to the value of the underlying data. It also defines research data as essential for producing 'original research results', highlighting its intrinsic scientific and utility value. Evidence: socioeconomic benefits of promptly sharing the outcomes of research | for subsequent analysis and synthesis to produce original research results",
