policy_chunk,name,chunk_id,heading_path,section_label,text,num_tokens,num_sentences,deterministic,probabilistic
queen-margaret-university-edinburgh.md-1,queen-margaret-university-edinburgh.md,1,,,"Supports openness and transparency in research undertaken at the University by ensuring research is of the highest integrity and is underpinned by accurate robust data
Promotes open access to research data to facilitate data sharing and collaboration Ensures that the University adheres to the UK Research and Innovation Common, UKRI, principles on data policy, and provides accountability for the use of public funds
Establishes the responsibilities of University researchers in relation to research data management and archiving.

This Policy applies to all University staff engaged in research.  This includes staff and students, and those who are conducting research on behalf of the University.

The Policy does not apply to taught Postgraduate and undergraduate students, except where their research is included in published outputs.

The University recognises research data as a valuable institutional asset, and the important role of research data management in underpinning research excellence and integrity.

To this end, the University endorses the RCUK Common Principles on Data and the UK Research and Innovation Common, UKRI, principles on data policy.

Research data will be managed in line with funder requirements as well as University policy and other relevant regulations and legislation.

Research data must be:",196,10,yes,no
queen-margaret-university-edinburgh.md-4,queen-margaret-university-edinburgh.md,4,"3 Policy > 6 Personally Identifiable Data, PID > Data Management Principles",7.2,"Research data that underpins published results or is considered to have long-term value should be retained.  The default period for research data retention is 10 years from date of last requested access. However, retention periods should, as a minimum, conform to the requirements of a funding agency or body.

Retained data must be deposited in an appropriate data service, or as mandated by the funder or otherwise directed.

A statement describing how and on what terms any supporting data may be accessed must be included in research outputs.

Where research is undertaken in partnership or under contract with a third party, a collaboration agreement must be signed before the start of the research that clearly addresses data ownership and partner responsibility for data storage.

Data placed on temporary storage must be transferred back onto the approved storage platform as detailed in the DMP as soon as the requirement for temporary storage has ended.

Research proposals should consider whether storage requirements may exceed those currently offered by the University.  Any such potential requirement should be discussed in advance of the application with both IT and the RDM Working Group.

Before staff leave the university, data of long-term value produced using University resources must remain accessible to the University.  Ownership of the data should be transferred to another member of staff on agreement of the Head of Division.

At the completion of a project, the PI must assess what data are of long-term value, and whether the data can be made openly available in a manner consistent with relevant legal, ethical and regulatory frameworks.

If research data are to be deleted or destroyed, this should be done in accordance with all legal, ethical and funder requirements and only after the written approval of the Head of Division.

Retained data suitable for external access should be stored on QMU's institutional data repository, eData unless an alternative is mandated by the funder.

Library Services manages QMU's open-access data repository, eData.  It exists to preserve datasets that support research outputs published by QMU researchers, as required by funder or publisher mandates, and to maximise their sharing and reuse.

Datasets shared in eData should be used in accordance with the Terms in the QMU

Repositories Policy.

After a project, a metadata record describing retained data must be made publicly available within 12 months of the project completion.

Metadata and documentation about research data should provide sufficient contextual information to enable the data to be discovered, accessed, understood, interpreted and reused by future users.

If access to the data is restricted, the published metadata should provide the reasons for the restrictions and summarise the conditions that must be satisfied for access to be granted.

All users of research datasets should acknowledge the sources of their data and abide by the terms and conditions under which they were accessed, in order to recognise the intellectual contributions of research teams and supporting organisations.

Research data must be managed throughout its lifecycle in compliance with relevant legislation.",501,23,yes,yes
queen-mary-university-of-london.md-1,queen-mary-university-of-london.md,1,Research Data Access and Management Policy > 1  Background,,"publicly funded research data should be made openly available in a timely manner;
data with acknowledged long term value should be made accessible;
RCUK recognises that there are legal, ethical and commercial constraints on release of research data. To ensure that the research process is not damaged by inappropriate release of data, research organisation policies and practices should ensure that these are considered at all stages in the research process;
Research Council funded work may be entitled to a limited period of privileged use of the data.

A summary of funder data management/sharing requirements can be found here:",99,6,yes,yes
queen-mary-university-of-london.md-2,queen-mary-university-of-london.md,2,Research Data Access and Management Policy > 2  Guidelines for researchers on Open Data,,"1. In general, access to the data underlying research has a range of advantages - it promotes the progress of research as a whole, allows for the validation and reproduction of research findings, and enables the efficient and costeffective creation of additional social and economic value.",44,2,yes,yes
qutech.md-12,qutech.md,12,QuTech Research Data Management Policy > QuTech Roles and Responsibilities > Data Stewards are responsible for:,,"Facilitating the development, review and implementation of the QuTech data management policy.
Creating awareness and explaining to researchers the added value of good data management. Supporting research teams in developing and maintaining documentation on data management processes and making it accessible to all relevant QuTech employees.
Assisting researchers in planning the collection, management, and publication of data in research projects and liaising with other service providers (such as Legal services, ICT, Human Research Ethics Committee) as required.
Helping researchers with writing data management plans and with budgeting for research data management costs in their grant applications.
Developing and running training events tailored to researchers’ needs.
Identifying researchers who already have good data management practices and encouraging them to become Data Champions6 to establish local contact points of expertise.
Advising researchers on regulations for working with IP sensitive data possibly together in collaboration with the private partner.",146,8,yes,yes
robert-gordon-university.md-1,robert-gordon-university.md,1,Research Data Management Policy > RESEARCH DATA MANAGEMENT > Purpose and Context,,"RGU recognises that good research is underpinned and validated by good data. Research data provides the evidence of academic endeavours and in conjunction with publications, forms an important part of the scholarly record. Research data is a valuable asset and good management of research data brings benefits to the researcher, the University and the wider community. All researchers at RGU create or use some type of data as part the research process.

Responsible handling of research data provides a clear indication that the institution and individual researchers are operating with integrity.

Sharing research data appropriately enhances the value and impact of research, therefore, RGU supports:

the UkRl position that publicly funded research data is a public good and that it should be made openly available with as few restrictions as possible in a timely and responsible manner",137,7,yes,yes
robert-gordon-university.md-4,robert-gordon-university.md,4,Research Data Management Policy > RESEARCH DATA MANAGEMENT > Legislation and Standards,,"are acting in an appropriate manner concerning research data
conform to all ethical legal and professional obligations relevant to their work .1.3 nurture a research environment that makes data open wherever practical and affordable
use transparent, robust and fair processes to make decisions concerning data openness

have appropriate mechanisms in place to provide assurances as to the integrity of their research data and recognise the importance of data citation and credit acknowledgement

This policy covers all types of research that is expected to result in published findings of lasting scholarly value including:",91,5,yes,yes
royal-college-of-art.md-1,royal-college-of-art.md,1,Royal College of Art - Research Data Management Policy > 1. Introduction,,"This policy presents the principles of good research data management (RDM) within the Royal College of Art (RCA), as well as outlining the roles and responsibilities of the RCA and its staff and students in this respect. Research data is an asset and the RCA recognises its benefit and impact for wider society, the research community, the RCA and its individual researchers. Effective management of research data allows for extension of the value of data beyond the life of any research project, through data openness and sharing, and is an important part of good research conduct. Well managed data leads to higher quality research, increased research visibility and enhanced research collaboration opportunities. RDM is important in light of increasingly collaborative nature of research, where researchers need to share data across platforms and thus need effective systems and processes for storing, accessing and sharing data securely across multi-institutional research teams.",150,5,yes,yes
royal-college-of-art.md-13,royal-college-of-art.md,13,Royal College of Art - Research Data Management Policy > 4. Guiding principles,4.1,"RDM is part of good research practice and as such adds value to research outputs and increases their impact. This policy will guide RCA researchers to undertake best practice in RDM to ensure excellence in research conduct and to comply with funders’ requirements of data management, openness and sharing.",49,2,no,yes
royal-college-of-art.md-14,royal-college-of-art.md,14,Royal College of Art - Research Data Management Policy > 4. Guiding principles,4.2,"This policy’s guiding principles take inspiration from the UK Research and Innovation (UKRI) Common principles on data policy2, and the Concordat on Open Research Data3 which guides the UK research community on best practices in RDM, and on making their data openly available for use wherever possible.

Good research data management is fundamental to all stages of the research process and should be established at the outset. Data with long-term value should be preserved and should remain accessible and usable for future research.

Data from research funded by public funds is a public good and should be made accessible and open, whenever possible. Open research data safeguards efficient and effective research practice,  facilitates high quality research, and drives innovation.

To enable research data to be discoverable and effectively re-used by others, researchers should use the FAIR4 principles for guidance and as far as possible make data Findable, Accessible, Interoperable and Reusable.

There may be ethical, legal and commercial aspects to research, which may hinder the sharing of research data. Researchers should ensure that these are considered at all stages in the research process, to avoid publishing and sharing unsuitable data.

Researchers should acknowledge and properly cite the sources of data they use in their research to recognise the intellectual contribution of their fellow researchers, who generate, preserve and share their datasets.

Researchers that publish data should provide adequate and persistent information for the research data to be cited, to support best research practice.",246,10,yes,yes
sheffield-hallam-university.md-0,sheffield-hallam-university.md,0,Research data management policy > Purpose,,"The University has policies and procedures in place to ensure good research practice and to sustain programmes of excellent and ethical research. Policies are also concerned with research quality promoting the highest standards of integrity, impartiality and respect for data. The University recognises that effective research data management through the research life cycle is a key component of good research conduct and contributes to a culture of research excellence. Research data is a valuable asset and the University supports the principle of open access to research data as set out by the Organisation for Economic Cooperation and Development (OECD) and Research Councils UK (RCUK). Research data refers to any type of data created, collected or generated in a digital or non-digital form that is analysed to produce original research results.

The aims of this policy are to",138,6,yes,yes
sheffield-hallam-university.md-5,sheffield-hallam-university.md,5,Research data management policy > Policy requirements > 3. Archiving,,"3.1. Primary research data produced by University researchers that underpin a publication, which are of potential long-term value and/or support a patent application, must be stored centrally and published when possible to ensure good research practice at the University.",40,2,no,yes
swedish-university-of-agricultural-sciences.md-6,swedish-university-of-agricultural-sciences.md,6,Policy on the management of and open access to research and environmental monitoring and assessment data at SLU > 3. Basic data management principles at SLU,,"SLU endorses the FAIR data sharing principles12 (Findable, Accessible, Interoperable, and Reusable) and considers properly managed, accessible, and reusable data as a valuable and necessary resource for conducting research, teaching and environmental monitoring and assessment of high quality. Data made openly accessible also generates added value in the form of increased utilisation and visibility of SLU's research as well as environmental monitoring and assessment. Good management of data throughout its entire lifecycle13 is a prerequisite for being able to comply with the FAIR data sharing principles to the greatest extent possible.",92,3,yes,yes
technical-university-of-denmark.md-28,technical-university-of-denmark.md,28,DTU’s Research Data Management Policy > 3. Roles and Responsibilities > 3.3  Research leader / Principal investigator (PI) > 3.5 Researchers,e.,"Deciding, unless otherwise regulated, the extent to and duration for which primary materials and data are to be stored/preserved. When deciding this, researchers should consider the value of the primary materials and data for assessing the results of the research.

Planning the appropriate disposal of primary materials and data.",50,3,no,yes
technical-university-vienna.md-1,technical-university-vienna.md,1,Policy for Research Data Management (RDM) at TU Wien > Content > 1 Preamble,,TU Wien recognizes the fundamental importance of research data1  and the management of research data and records in maintaining quality research and scientific integrity and is committed to state-of-the-art handling and management of research data. RDM policies are highly valuable to current and future researchers2.,48,2,yes,yes
technical-university-vienna.md-2,technical-university-vienna.md,2,Policy for Research Data Management (RDM) at TU Wien > Content > 1 Preamble,,"TU Wien acknowledges that correct and easily retrievable research data are the foundation of and integral to research. They are necessary to verify and defend the process and results of research. Research data have a long-term value for research and academia, with the potential for widespread use in society.",50,3,yes,yes
technische-universität-berlin-tu-berlin.md-2,technische-universität-berlin-tu-berlin.md,2,Research Data Policy of the Technische Universität Berlin > Content > 1. Preamble,,"Research data is a valuable resource and a basis for scientific knowledge and has a long-term value for research and science, with the potential for widespread use in society. Research data is all information (regardless of form or representation) that arise during a research process or is its result, including the information necessary to verify and reproduce the results. Research data includes measurement data, lab values, audiovisual information, texts, objects from collections or samples, surveys, and interviews, but also notes, time histories/recordings, calculations, software and code. TU Berlin is aware of the fundamental significance of research data for maintaining the quality of research and scientific integrity and is committed to follow recognized standards that meet the highest requirements. TU Berlin acknowledges that correct and easily retrievable research data is the foundation and integral part of every research activity as it is necessary for the verification and reproducibility of research processes and results.",154,5,yes,yes
the-open-university.md-11,the-open-university.md,11,Policy > 6. Availability of research data,,"Supporting research data must be stored for as long as they continue to be valuable to the researcher and the wider research community, and at least as long as specified by external funders or institutional requirements. This period may be up to ten years, but may vary based on funder requirements.",51,2,no,yes
the-university-of-edinburgh.md-17,the-university-of-edinburgh.md,17,Research Data Management Policy > Rights in research data,,"Written agreements are required when personal data (any information relating to an identified or identifiable natural person) is passed from a data controller to a data processor or another data controller, or to a country not bound by the General Data Protection Regulation or equivalent privacy legislation. Written agreements are also useful when the data being shared although not personal data, are confidential or valuable to the parties involved.  The University’s Research Office can assist with providing templates for both incoming and outgoing research data and the drafting and negotiation of the agreements concerned.19

Exclusive rights to reuse or publish research data must not be passed to commercial publishers or agents without retaining the rights to make the data openly available for reuse, unless this is a condition of funding.",131,4,yes,yes
the-university-of-edinburgh.md-22,the-university-of-edinburgh.md,22,Research Data Management Policy,14,"is a register of repositories to assist in this choice. Considerations for choosing a repository can include funder and publisher requirements, location (and legal jurisdiction), discipline relevance, longevity, price (if applicable), value-added features, user friendliness, scale, and whether the repository has Trusted Digital Repository standard certification, such as the Core Trust Seal.

Edinburgh DataShare,   holds over 3,000 datasets across University research communities managed by Information Services’ Research Data Service.

Edinburgh Research Explorer (Pure) is a publicly searchable database which can hold dataset records which link to University people, projects, and research outputs (papers):

Records Management has information on the University’s compliance with information legislation:",105,5,no,no
the-university-of-exeter.md-4,the-university-of-exeter.md,4,Open Access Research and Research Data Management Policy > Context > The University of Exeter’s preferred means for sharing research freely and openly is through self- archiving (the so-called “green” route to Open Access) via the institutional repository (Open Research Exeter – ORE).,,"Research data are a valuable asset. It is the collaborative responsibility of researchers and the institution that they are appropriately managed and stored both during and after the research process: to meet legislative, funder, information governance and University requirements; to facilitate data security (confidentiality, integrity, availability); to facilitate appropriate access, collaboration and sharing of data and results.  Good research data management brings benefits to the researcher, the University and the wider community. Examples of such benefits include ensuring that research data is stored safely thus avoiding data loss, the possibility of validating research findings and the ability to reuse and share data sets.

The following policy sets out the University’s expectations on Open Access and research data management.",119,5,yes,yes
the-university-of-exeter.md-8,the-university-of-exeter.md,8,Policy > Research data management,,"14. Researchers are expected to abide by the principles of information governance and to undertake training where required. Researchers are responsible for compliance with the requirements of the Data Protection Act 1998 and for the creation of metadata and other documentation that enables data to be discoverable, understandable and re-useable.
15. RCUK accept that research data management is a valid cost for research proposals. Principal Investigators should ensure that research data management requirements are costed into research proposals for all RCUK proposals and for other funders where allowable.
16. To allow for institutional planning on infrastructure and research support, and the validation of existence of appropriate plans to support monitoring of compliance with funder requirements, all research proposals must include research data management plans that address the capture, management, integrity, confidentiality, security, selection, preservation and disposal, commercialisation, costs, sharing and publication of research data and the production of descriptive metadata to aid discovery and re-use when relevant. These should be stored in a sensible and accessible location, ideally alongside other project documentation.
17. Data should be actively managed by researchers throughout the project, by following and updating the data management plan with ongoing decisions regarding retention and destruction.
18. When research is complete, researchers are responsible for ensuring that research data (including websites) of long term value, or data required by funders or the University, are considered for retention, preservation and curation by offering such data for assessment, deposit and preservation in an appropriate University, national or international data service or domain repository, unless specified otherwise in the data management plan.
19. The University is responsible for ensuring safe storage of this data and is responsible for curation of this data in particular instances (i.e. health/social care research and clinical trials) where the University is sponsoring a study and agrees to take responsibility for archiving data.
20. All research data selected for retention should be registered with the University’s data repository, even if the data is retained in a national or international data service or domain repository or if the data is not suitable for publishing on Open Access.
21. Data selected for retention should not be deposited with any organisation that does not commit to its access and availability for re-use, unless this is a condition of funding or would prevent commercial interests.
22. After the deposit of data with a repository, the repository is responsible for the on-going management of that data in accordance with legal, technical and other requirements. However, researchers should ensure that they are satisfied with the sustainability of the repository.

23. The University is responsible for the provision of sustainable, secure solutions that meet the requirements for long term data storage, discovery and re-use as set out in these principles.

Authors are encouraged to consider the discount publishing and subscription off-set arrangements in place via the Library which enable gold Open Access publishing at no cost to the researcher.",483,26,yes,yes
the-university-of-manchester.md-0,the-university-of-manchester.md,0,1. Introduction and purpose,,"The University of Manchester recognizes the fundamental importance of research data and the management of related administrative records in maintaining quality research and research integrity and is committed to pursuing the highest standards. The University acknowledges that correct and easily retrievable research data are the foundation of and integral to every research study. They are necessary for the verification and defence of research processes and results. Research data have a long-term value for research and academia, with the potential for widespread use in society.

The University endorses the Research Council Common Principles on Data Policy and requires all its researchers to adhere to them, as well as taking into account any other research data management requirements that may apply.

The purpose of this Policy is to provide guidance and support on the responsibilities of the University and its researchers in managing and preserving current or future research data.

This Policy applies to:

all research, regardless of whether or not the research is externally funded, and is subject to the provisions of any relevant contracts including funding/collaboration agreements; and all researchers active at The University of Manchester.

Research is any creative and systematically performed work with the goal of furthering knowledge, including discoveries regarding people, culture and society, in addition to the use of such knowledge for new applications.",220,9,yes,yes
the-university-of-northampton.md-15,the-university-of-northampton.md,15,Research Data Management Policy > 4.0 POLICY STATEMENT > 4.2 Research data management procedure,4.2,"Written agreements are required when personal data (any information relating to an identified or identifiable natural person) is passed from a data controller to a data processor or another data controller, or to a country not bound by the General Data Protection Regulation or equivalent privacy legislation. Written agreements are also useful when the data being shared although not personal data, are confidential or valuable to the parties involved.

Exclusive rights to reuse or publish research data must not be passed to commercial publishers or agents without retaining the rights to make the data openly available for reuse unless this is a condition of funding.",105,3,yes,yes
tilburg-university.md-0,tilburg-university.md,0,Research Data Management Regulation > Introduction,,"Research data are of great value to Tilburg University and should be managed in a responsible manner. Responsible research data management is essential, from the principles of ‘scrupulousness and transparency’ as stated in ‘The Netherlands Code of Conduct for Research Integrity’. Furthermore, it is in line with the conditions of national and European research funders to stimulate open science and reuse of research data.",64,3,yes,yes
tilburg-university.md-28,tilburg-university.md,28,"10. Entry into force and period of validity > 3. Rules and Agreements on Storage, Access, and Archiving > Access > Completed research",,"If an external party outside the regular scientific process submits a request for access to research data, the researcher can contact the Research Data Office for legal advice. This is to prevent that datasets are provided in violation of the rights of third parties. Conditions may be attached to the consent.

Before the researcher decides to file his/her dataset publicly, he/she will also consider whether the dataset may have commercial value. If so, the researcher may decide to file the dataset with restricted/monitored access.

The following points can be included in the School’s operating procedure/policy:",100,6,yes,yes
ucl.md-2,ucl.md,2,UCL Research Data & Network Services UCL Research Data Policy > Contents > 1. Policy Background,,"UCL recognises that appropriate management of research data leads to an enhanced research practice respecting specialist knowledge, supporting synthesis of new knowledge and facilitating collective and collaborative working practices in order to gain wisdom1.  UCL considers the research data generated by its members as a valuable research output, an asset to the institution and a critical contribution to the knowledge economy2",61,2,yes,yes
ucl.md-5,ucl.md,5,UCL Research Data & Network Services UCL Research Data Policy > Contents > 2. Policy Statements,,"1. It is the policy of UCL that its members can fulfil the requirements of good research practice by enabling them to manage research data in a manner that maximises data impact and acknowledges data value as primary research output by its members.
2. It is the policy of UCL that responsibility for managing and preserving research data is shared between all members of the College.
3. It is the policy of UCL that following primary use (e.g. publication) or when research data is archived for long term preservation, these data will be made available in the most open manner appropriate. Unless covered by third party contractual agreements, legislative obligations3 or provisions regarding ownership, UCL research data will be provided using a Creative Commons CC0 waiver ; supported by data citation guidelines

similar to existing publishing conventions.  This will ensure that re-used data are unambiguously identifiable and that appropriate credit and attribution is made.

4. It is the policy of UCL that clear lines of responsibility are established so that research data generated at UCL will always have an owner, responsible for preserving research data.

In complying with this policy, UCL researchers will comply with all national and many international policies and requirements from funders of academic research5.

Data Creators (students, supervisors and Researchers)
UCL Research Data and Network Services Executive
Director of UCL Library Services and UCL Records Manager
RIISG
Vice Provost (Research)
Provost",232,19,yes,yes
ulster-university.md-1,ulster-university.md,1,Research and Impact > ULSTER UNIVERSITY > Research Data Management Policy,,"Ulster University recognises that research data created, collected, generated or otherwise produced during the research process are a key asset that will continue to have value for the creator, institution, and research community as a whole.  As an institution, Ulster University supports the principle of open access to publicly funded research outputs.  Research data generated at the University is recognised as an institutional asset that when shared openly not only increases the visibility of Ulster University’s research but also facilitates public engagement and creates new opportunities for knowledge exchange and collaboration.

The University operates in an increasingly complex, data-oriented, environment which requires effective collection and management of, and open access  to, research data:

to comply with the requirements of funding bodies
to underpin research excellence and academic integrity
to increase impact
to validate research results
to enable re-use in the interests of follow-up studies and the creation of new knowledge.

To this end, the University has developed a Research Data Management (RDM) Policy which aims to:",170,10,no,yes
universite-libre-de-bruxelles.md-3,universite-libre-de-bruxelles.md,3,ULB Institutional policy on Research Data Management > Definitions,,"Curated Data: Collected data that are organised and integrated from various sources. It involves data that are annotated, published and presented such that the value of the data is maintained over time, and the data remains available for reuse and preservation.

Data Management Plan: A living document describing how data will be generated, handled, stored, used, disseminated and archived following the FAIR principles.

Data Repository: See Archive.

Encryption: Process of converting information or data into a cipher or code.",79,5,yes,yes
universite-libre-de-bruxelles.md-20,universite-libre-de-bruxelles.md,20,ULB Institutional policy on Research Data Management > Researchers’ commitments > 5. Data retention,,"Data retention primarily concerns all Research Data and accompanying documentation which are reasonably required or appropriate to verify (and reproduce) the scientific claims communicated by the Researcher. The degree of processing of the Research Data which are to be retained will partly depend on the type of research, the kind of Research Data, and/or possible practical considerations. It can also be relevant to retain Research Data with potential value for reuse.

5.2. Research Data and accompanying documentation which were selected for retention should be deposited in a reliable Archive or Data Repository in accordance with the institutional Guidelines to ensure secure, long-term retention and accessibility (with appropriate access rights).",110,5,yes,yes
university-college-dublin.md-1,university-college-dublin.md,1,Research Data Management – UCD Policy > 1. Purpose,,"University College Dublin recognises that the management of research data is fundamental to both high quality research and academic integrity. Accurate and retrievable research data is an essential component of any research project and is necessary to verify and defend the process and outcomes of research.

Research data is valuable to researchers for the duration of their research, and may well have longterm value for research, teaching and for wider exploitation for the public good by individuals, government, business and other organisations.",82,3,yes,yes
university-college-dublin.md-6,university-college-dublin.md,6,Research Data Management – UCD Policy > 4. Principles,,"(1) The University promotes best practice for research data management through clear policy, guidance, supervision, training and support.
(2) Researchers, service providers and, where appropriate, research sponsors and external collaborators should work in partnership to implement good practice.
(3) Research data will be managed by Researchers to the highest standards throughout the research data lifecycle as part of the University’s commitment to research excellence.
(4) Research data should be compliant to the principles of FAIR data (Findable, Accessible, Interoperable, Re-Useable): Findable: Identifiable, retrievable, and available when needed; Accessible: Able to be made available to others in line with appropriate legal, statutory (including data protection regulations), ethical, contractual, intellectual property, data sharing and open access principles in a suitable repository or archiving system with persistent identifiers. Interoperable: Should be accurate, complete, authentic and reliable, and where possible made available in non-proprietary formats that facilitate data exchange and re-use; Re-Useable: Assigned a licence for open use where possible in compliance with intellectual property rights, and if no third-party rights, data protection, legal requirements or property laws prohibit it.
(5) Research data should be kept in a manner that is compliant with legal and ethical obligations and, where applicable, the requirements of funding bodies, publishers and protocols set out in the National Policy Statement on Ensuring Research Integrity in Ireland.
(6) Research data should be retained in a secure environment for as long as it is of continuing value to the researcher and the wider research community, and as long as specified by research funder, publisher, patent law, legislative and other regulatory requirements. The normal minimum retention period for research data is ten years after publication or public release of the work of the research. (Longer periods apply in certain cases, such as in relation to historical data.) If data includes personal or sensitive information, informants must be informed of the data retention policy at the time data is collected, in compliance with data protection regulations.",323,9,yes,yes
university-of-aberdeen.md-7,university-of-aberdeen.md,7,University of Aberdeen Research Data Management Policy Supporting Researcher-Centred Data Management at the University of Aberdeen > Roles and Responsibilities > Deposit and Publication,,"7. Research data should be published/made publicly accessible as soon as possible, and typically on publication of the results.  Embargo periods are acceptable and should take account of funders’ requirements, disciplinary practice, and commercial value.  It is the responsibility of the Principal Investigator or successor data owner to adhere to funder requirements for data publishing and, where necessary, to negotiate an extension to restrictions on placing data in the public domain.",71,4,no,yes
university-of-abertay-dundee.md-2,university-of-abertay-dundee.md,2,Executive Summary,,"1. This policy is binding on all University members engaged in research, including staff and PGR students, but does not apply to postgraduate taught and undergraduate students, except where there is a reasonable prospect that their research findings are/will be included in published research outputs.
2. Before a project begins, a research Data Management Plan (DMP) must be completed.
3. Data collected during a project must be stored on the University network, to ensure it is suitably protected against accidental loss or damage and against unauthorised access.
4. Data with acknowledged long-term value must be preserved and also made openly accessible with as few restrictions as possible unless there are compelling reasons not to be so.
5. A metadata record describing retained data must be made publically available via Pure, within 12 months of the data being generated, even if access to the final dataset(s) itself is restricted.
6. Research publications must include a data access statement.
7. In line with UKRI policies, researchers are entitled to a limited period of privileged access to the data they collect to allow them to work on and publish their results.
8. Data that cannot be digitised must also be registered in Pure, stored securely and organised in a manner that would facilitate it being shared in the event of a valid request for access being received.
9. Use of others’ data should always conform to legal, ethical and regulatory frameworks including appropriate acknowledgement.
10. Data must always be managed, throughout its lifecycle, in compliance with all relevant legal, ethical, and regulatory frameworks, and in the case of personal information, the provisions of legislation and University policy relating to GDPR.",269,20,yes,yes
university-of-abertay-dundee.md-6,university-of-abertay-dundee.md,6,Executive Summary > Research Data Management Policy > Implementation,,"The University expects all research data with potential long-term value will eventually be managed to the same standards, but recognises that extending the scope of this policy beyond those engaged in funded research will be a longer-term endeavour.

In light of the pace of change in this field, this policy will be reviewed 12-months from the date of approval.",61,2,yes,yes
university-of-abertay-dundee.md-7,university-of-abertay-dundee.md,7,Executive Summary > Research Data Management Policy > Principles,,"1. Good data management is fundamental to all stages of the research process and the highest standards must be applied throughout the data lifecycle, from creation to preservation or disposal.
2. Data with acknowledged long-term value should be preserved and be made discoverable and openly available with as few restrictions as possible in a timely and responsible manner.
3. Open access will not be possible in cases where there are justified and justifiable legal, ethical and commercial constraints on data release.
4. Conditions of grant from individual funding bodies with specific guidelines and obligations will take precedence in the event of any uncertainty on a project’s data management requirements.
5. The researchers’ entitlement to be the first to publish based on data they have generated will b preserved.",125,10,yes,yes
university-of-abertay-dundee.md-11,university-of-abertay-dundee.md,11,Abertay University > Research Data Management Policy,,"5. For datasets generated by simulation only the source code used to generate that data should be stored on the RDSS.
6. Before staff leave the university data of long-term value produced using University resources must remain accessible to the University.
7. Data containing personal information must be managed in accordance with the requirements of GDPR legislation and the document “Complying with GDPR at Abertay: Research Policy”. The key points relating to management of personal data have been reproduced in the Appendix.",80,7,yes,yes
university-of-abertay-dundee.md-12,university-of-abertay-dundee.md,12,"Abertay University > Research Data Management Policy > After a project, data with acknowledged long-term value must be preserved and made openly accessible, with as few restrictions as possible unless there are compelling reasons not to be so",,"1. At the completion of a project, the project lead must assess what data are of long-term value, and whether the data can be made openly available in a manner consistent with relevant legal, ethical and regulatory frameworks.
2. If research data are to be deleted or destroyed, this should be done in accordance with all legal, ethical and funder requirements and with particular concern for confidentiality and security.
3. Retained data suitable for external access should, where possible, be stored on a suitable national or international data service or subject domain repository (which may be specified by the funder).
4. If the funder does not specify a repository for data storage, and no suitable publisher, or discipline-specific archive is available, the University will provide a storage solution for long-term preservation and, if applicable, public access.
5. Data that supports published results must be preserved for 10 years from the date of publication of the findings, or longer if required by the funder.
6. Data that supports published results must be deposited no later than publication of the findings. Where the funder requires an earlier deposit, the timeframes specified by the funder take precedence.
7. In the case of research involving personal information, only anonymised data may be included in an open access dataset.

1. A central catalogue of all preserved data will be published via Pure within 12 months of the data being generated (irrespective of where the data is hosted or whether it is publically accessible).

2. Metadata and documentation about research data should provide sufficient contextual information to enable the data to be discovered, accessed3, understood, interpreted and reused by future users.

3. If access to the data is restricted, the published metadata should provide the reasons for the restrictions and summarise the conditions that must be satisfied for access to be granted.

1. A short statement must be added to research publications giving details of how data supporting the published results may be accessed (or explaining why access is restricted), along with an acknowledgment of any relevant funding body.

2. Metadata supporting publications should be accessible by the publication date and should be in citable form.",349,25,yes,yes
university-of-bradford.md-2,university-of-bradford.md,2,Policy > 1 Introduction,,"1.1. High quality data management and storage is the cornerstone of excellent research and a key aspect of responsible research conduct. The University of Bradford recognises that research data is a valuable institutional asset and should be managed in line with the UKRI’s Common Principles on Research Data.

1.2. Most research funders, including all research councils under the auspices of UKRI, Wellcome and charity funders have data management and sharing policies, and Data Management Plans (DMPs) are now a key part of most funding applications.",84,5,yes,yes
university-of-bradford.md-8,university-of-bradford.md,8,Policy > 1 Introduction,2.5,"collected by researchers in the course of their work by experimentation, observation, modelling, interview or other methods, or information derived from existing evidence. Research data may take the form of numbers, symbols, text, images or sounds, including computer code, annotated fieldwork observations, or a descriptive record of a physical sample.

Research Data Management: Research data management is an explicit process covering the creation and stewardship of research data and materials to enable their use for as long as they retain value2

Principal Investigator (PI): A principal investigator is usually a member of academic staff responsible for the administration and conduct of a research project.",104,4,no,yes
university-of-bradford.md-12,university-of-bradford.md,12,Policy > 4 Responsibilities > 4.3 The University,,"4.3.1. Providing researchers at all levels of seniority with training, support, advice, and guidance on research data management.
4.3.2. Raising awareness of best practice in research data management in terms of legal, ethical and professional requirements review and maintain policies and procedures that are current and fit for purpose.
4.3.3. Providing infrastructure for data management and curation.
4.3.4. Fostering an environment where everyone is trained in data security where individuals understand their responsibilities to identify, report and manage security-related risks in line with the Research Data Management IT Security Guidance.

The University is committed to the implementation of this policy in accordance with the University values which are:",105,9,no,no
university-of-bradford.md-13,university-of-bradford.md,13,Policy > 5 General Principles > 5.1 Values,,"Excellence - excellence is at the heart of everything we do.
Inclusion - diversity is a source of strength and must be understood, valued, supported and leveraged.
Innovation – we given invention light and celebrate creativity and innovation.
Trust – trust is the foundation of our relationships, underpinned by integrity in all we do.",50,4,no,no
